Season,Team,Game Number,Opponent Team,Arena Capacity,Attendance,Percentage
2024,New Orleans Pelicans,15,Sacramento Kings,16867,16012,0.9493093022
2024,New Orleans Pelicans,19,Philadelphia 76ers,16867,16009,0.9491314401
2024,New Orleans Pelicans,20,San Antonio Spurs,16867,17028,1.009545266
2024,New Orleans Pelicans,24,Minnesota Timberwolves,16867,16487,0.977470801
2024,New Orleans Pelicans,28,Memphis Grizzlies,16867,18355,1.0882196
2024,New Orleans Pelicans,30,Houston Rockets,16867,17399,1.031540879
2024,New Orleans Pelicans,31,Memphis Grizzlies,16867,18538,1.099069188
2024,New Orleans Pelicans,32,Utah Jazz,16867,17753,1.052528606
2024,New Orleans Pelicans,33,Los Angeles Lakers,16867,18434,1.092903302
2024,New Orleans Pelicans,34,Brooklyn Nets,16867,16253,0.9635975574
2024,New Orleans Pelicans,36,Los Angeles Clippers,16867,18329,1.086678129
2024,New Orleans Pelicans,42,Charlotte Hornets,16867,16093,0.9541115788
2024,New Orleans Pelicans,43,Phoenix Suns,16867,18686,1.107843719
2024,New Orleans Pelicans,44,Utah Jazz,16867,16032,0.9504950495
2024,New Orleans Pelicans,45,Oklahoma City Thunder,16867,18624,1.104167902
2024,New Orleans Pelicans,50,Toronto Raptors,16867,17429,1.0333195
2024,New Orleans Pelicans,55,Washington Wizards,16867,18316,1.085907393
2024,New Orleans Pelicans,56,Houston Rockets,16867,17421,1.032845201
2024,New Orleans Pelicans,57,Miami Heat,16867,18658,1.106183672
2024,New Orleans Pelicans,58,Chicago Bulls,16867,18684,1.107725144
2024,New Orleans Pelicans,61,Indiana Pacers,16867,17898,1.061125274
2024,New Orleans Pelicans,65,Cleveland Cavaliers,16867,17727,1.050987135
2024,New Orleans Pelicans,66,Los Angeles Clippers,16867,18865,1.118456157
2024,New Orleans Pelicans,67,Portland Trail Blazers,16867,17725,1.05086856
2024,New Orleans Pelicans,72,Oklahoma City Thunder,16867,17436,1.033734511
2024,New Orleans Pelicans,73,Milwaukee Bucks,16867,17484,1.036580305
2024,New Orleans Pelicans,74,Boston Celtics,16867,17932,1.063141045
2024,New Orleans Pelicans,75,Phoenix Suns,16867,17753,1.052528606
2024,New Orleans Pelicans,76,Orlando Magic,16867,16427,0.973913559
2024,New Orleans Pelicans,77,San Antonio Spurs,16867,17422,1.032904488
2024,New Orleans Pelicans,82,Los Angeles Lakers,16867,18633,1.104701488
